20:10:41.709 [24157620@qtp-3902281-6] ERROR es-error - [page][admin][404][NOT_FOUND][127.0.0.1][/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea][http://localhost:8080/es/login;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea][]
20:10:44.075 [24157620@qtp-3902281-6] ERROR es-error - [page][admin][404][NOT_FOUND][127.0.0.1][/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea][http://localhost:8080/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea?BackURL=http%3A%2F%2Flocalhost%3A8080%2Fes%2Fadmin%2Fsys%2Fpermission%2Frole%3BJSESSIONID%3Dd34f1283-fe6f-4b41-b333-96994765a223%3Fsort.name%3Dasc][]
20:10:45.027 [24157620@qtp-3902281-6] ERROR es-error - [page][admin][404][NOT_FOUND][127.0.0.1][/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea][http://localhost:8080/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea?BackURL=http%3A%2F%2Flocalhost%3A8080%2Fes%2Fadmin%2Fsys%2Fpermission%2Frole%3BJSESSIONID%3Dd34f1283-fe6f-4b41-b333-96994765a223%3Fsort.name%3Dasc][]
20:10:45.051 [16049235@qtp-3902281-7] ERROR es-error - [page][admin][404][NOT_FOUND][127.0.0.1][/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea][http://localhost:8080/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea?BackURL=http%3A%2F%2Flocalhost%3A8080%2Fes%2Fadmin%2Fsys%2Fpermission%2Frole%3BJSESSIONID%3Dd34f1283-fe6f-4b41-b333-96994765a223%3Fsort.name%3Dasc][]
20:10:45.388 [16049235@qtp-3902281-7] ERROR es-error - [page][admin][404][NOT_FOUND][127.0.0.1][/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea][http://localhost:8080/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea?BackURL=http%3A%2F%2Flocalhost%3A8080%2Fes%2Fadmin%2Fsys%2Fpermission%2Frole%3BJSESSIONID%3Dd34f1283-fe6f-4b41-b333-96994765a223%3Fsort.name%3Dasc][]
20:10:45.721 [4285608@qtp-3902281-5] ERROR es-error - [page][admin][404][NOT_FOUND][127.0.0.1][/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea][http://localhost:8080/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea?BackURL=http%3A%2F%2Flocalhost%3A8080%2Fes%2Fadmin%2Fsys%2Fpermission%2Frole%3BJSESSIONID%3Dd34f1283-fe6f-4b41-b333-96994765a223%3Fsort.name%3Dasc][]
20:10:46.069 [4285608@qtp-3902281-5] ERROR es-error - [page][admin][404][NOT_FOUND][127.0.0.1][/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea][http://localhost:8080/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea?BackURL=http%3A%2F%2Flocalhost%3A8080%2Fes%2Fadmin%2Fsys%2Fpermission%2Frole%3BJSESSIONID%3Dd34f1283-fe6f-4b41-b333-96994765a223%3Fsort.name%3Dasc][]
20:10:46.381 [4285608@qtp-3902281-5] ERROR es-error - [page][admin][404][NOT_FOUND][127.0.0.1][/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea][http://localhost:8080/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea?BackURL=http%3A%2F%2Flocalhost%3A8080%2Fes%2Fadmin%2Fsys%2Fpermission%2Frole%3BJSESSIONID%3Dd34f1283-fe6f-4b41-b333-96994765a223%3Fsort.name%3Dasc][]
20:10:48.077 [16049235@qtp-3902281-7] ERROR es-error - [page][admin][404][NOT_FOUND][127.0.0.1][/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea][http://localhost:8080/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea?BackURL=http%3A%2F%2Flocalhost%3A8080%2Fes%2Fadmin%2Fsys%2Fpermission%2Frole%3BJSESSIONID%3Dd34f1283-fe6f-4b41-b333-96994765a223%3Fsort.name%3Dasc][]
20:10:48.604 [4285608@qtp-3902281-5] ERROR es-error - [page][admin][404][NOT_FOUND][127.0.0.1][/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea][http://localhost:8080/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea?BackURL=http%3A%2F%2Flocalhost%3A8080%2Fes%2Fadmin%2Fsys%2Fpermission%2Frole%3BJSESSIONID%3Dd34f1283-fe6f-4b41-b333-96994765a223%3Fsort.name%3Dasc][]
20:10:48.711 [4285608@qtp-3902281-5] ERROR es-error - [page][admin][404][NOT_FOUND][127.0.0.1][/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea][http://localhost:8080/es/admin/sys/permission/role;JSESSIONID=d34f1283-fe6f-4b41-b333-96994765a223/create;JSESSIONID=88e8728e-20bd-4d00-b3fe-56ebc3ed33ea?BackURL=http%3A%2F%2Flocalhost%3A8080%2Fes%2Fadmin%2Fsys%2Fpermission%2Frole%3BJSESSIONID%3Dd34f1283-fe6f-4b41-b333-96994765a223%3Fsort.name%3Dasc][]
